district,area,post_code,charge,,
Dhaka,Gulshan-1 Road-141,,69,,
Dhaka,Gulshan-1 Road-143,,69,,
Dhaka,Gulshan-1 Road-144,,69,,
Dhaka,DNCC Market (Gulshan 1),,69,,
Dhaka,Police plaza (Gulshan 1),,69,,
Dhaka,Gulshan-1 Road-142,,69,,
Dhaka,Gulshan-2 Road-33,,69,,
Dhaka,Gulshan-2 Road-34,,69,,
Dhaka,Gulshan-2 Road-35,,69,,
Dhaka,Gulshan-2 Road-36,,69,,
Dhaka,Gulshan-2 Road-37,,69,,
Dhaka,Gulshan-2 Road-38,,69,,
Dhaka,Gulshan-2 Road-39,,69,,
Dhaka,Gulshan-2 Road-40,,69,,
Dhaka,Gulshan-2 Road-41,,69,,
Dhaka,Gulshan-2 Road-42,,69,,
Dhaka,Gulshan-2 Road-43,,69,,
Dhaka,Gulshan-2 Road-44,,69,,
Dhaka,Gulshan-2 Road-45,,69,,
Dhaka,Gulshan-2 Road-46,,69,,
Dhaka,Gulshan-2 Road-47,,69,,
Dhaka,Gulshan-2 Road-48,,69,,
Dhaka,Gulshan-2 Road-49,,69,,
Dhaka,Gulshan-2 Road-50,,69,,
Dhaka,Gulshan-2 Road-51,,69,,
Dhaka,Gulshan-2 Road-52,,69,,
Dhaka,Gulshan-2 Road-53,,69,,
Dhaka,Gulshan-2 Road-54,,69,,
Dhaka,Gulshan-2 Road-55,,69,,
Dhaka,Gulshan-2 Road-56,,69,,
Dhaka,Gulshan-2 Road-57,,69,,
Dhaka,Gulshan-2 Road-58,,69,,
Dhaka,Gulshan-2 Road-59,,69,,
Dhaka,Gulshan-2 Road-60,,69,,
Dhaka,Gulshan-2 Road-61,,69,,
Dhaka,Gulshan-2 Road-62,,69,,
Dhaka,Gulshan-2 Road-63,,69,,
Dhaka,Gulshan-2 Road-64,,69,,
Dhaka,Gulshan-2 Road-65,,69,,
Dhaka,Gulshan-2 Road-66,,69,,
Dhaka,Gulshan-2 Road-67,,69,,
Dhaka,Gulshan-2 Road-68,,69,,
Dhaka,Gulshan-2 Road-69,,69,,
Dhaka,Gulshan-2 Road-70,,69,,
Dhaka,Gulshan-2 Road-71,,69,,
Dhaka,Gulshan-2 Road-72,,69,,
Dhaka,Gulshan-2 Road-73,,69,,
Dhaka,Gulshan-2 Road-74,,69,,
Dhaka,Gulshan-2 Road-75,,69,,
Dhaka,Gulshan-2 Road-76,,69,,
Dhaka,Gulshan-2 Road-77,,69,,
Dhaka,Gulshan-2 Road-78,,69,,
Dhaka,Gulshan-2 Road-79,,69,,
Dhaka,Gulshan-2 Road-80,,69,,
Dhaka,Gulshan-2 Road-81,,69,,
Dhaka,Gulshan-2 Road-82,,69,,
Dhaka,Gulshan-2 Road-83,,69,,
Dhaka,Gulshan-2 Road-84,,69,,
Dhaka,Gulshan-2 Road-85,,69,,
Dhaka,Gulshan-2 Road-86,,69,,
Dhaka,Gulshan-2 Road-87,,69,,
Dhaka,Gulshan-2 Road-88,,69,,
Dhaka,Gulshan-2 Road-89,,69,,
Dhaka,Gulshan-2 Road-90,,69,,
Dhaka,Gulshan-2 Road-91,,69,,
Dhaka,Gulshan-2 Road-92,,69,,
Dhaka,Gulshan-2 Road-93,,69,,
Dhaka,Gulshan-2 Road-94,,69,,
Dhaka,Gulshan-2 Road-95,,69,,
Dhaka,Gulshan-2 Road-96,,69,,
Dhaka,Gulshan-2 Road-97,,69,,
Dhaka,Gulshan-2 Road-98,,69,,
Dhaka,Gulshan-2 Road-99,,69,,
Dhaka,Gulshan-2 Road-100,,69,,
Dhaka,Gulshan-2 Road-101,,69,,
Dhaka,Gulshan-2 Road-102,,69,,
Dhaka,Gulshan-2 Road-103,,69,,
Dhaka,Gulshan-2 Road-104,,69,,
Dhaka,Gulshan-2 Road-105,,69,,
Dhaka,Gulshan-2 Road-106,,69,,
Dhaka,Gulshan-2 Road-107,,69,,
Dhaka,Gulshan-2 Road-108,,69,,
Dhaka,Gulshan-2 Road-109,,69,,
Dhaka,Gulshan-2 Road-110,,69,,
Dhaka,Gulshan-2 Road-111,,69,,
Dhaka,Gulshan-2 Road-112,,69,,
Dhaka,Gulshan-2 Road-113,,69,,
Dhaka,Gulshan-2 Road-114,,69,,
Dhaka,Gulshan-2 Road-115,,69,,
Dhaka,Gulshan-2 Road-116,,69,,
Dhaka,Gulshan-2 Road-117,,69,,
Dhaka,Gulshan-2 Road-118,,69,,
Dhaka,Gulshan-2 Road-119,,69,,
Dhaka,Gulshan-2 Road-120,,69,,
Dhaka,Gulshan-2 Road-121,,69,,
Dhaka,Gulshan-2 Road-122,,69,,
Dhaka,DNCC Market (Gulshan 2),,69,,
Munshiganj,Bandura(Dohar),1321,69,,
Munshiganj,Vaggyakul(Sreenagar),1556,69,,
Munshiganj,Baroykhali(Sreenagar),1553,69,,
Munshiganj,Galimpur(Nawabganj),,69,,
Munshiganj,Loskorpur (Sreenagar),,69,,
Munshiganj,Boxsonagar(Nawabganj),,69,,
Munshiganj,Joypara(Dohar),,69,,
Munshiganj,Kartikpur(Dohar),,69,,
Munshiganj,Shekharnagar(Sreenagar),,69,,
Munshiganj,Mawa(Louhajang),,69,,
Munshiganj,Dogachi Contonment(Sreenagar),,69,,
Munshiganj,Tontor (Sirajdikhan),,69,,
Munshiganj,Sirajdikhan (Munshiganj),,69,,
Munshiganj,Vaggokul(Sreenagar),,69,,
Munshiganj,Alamin Bazar ( Sreenagar ),,69,,
Munshiganj,Tin Dokan ( Sreenagar ),,69,,
Munshiganj,Baghra  ( Sreenagar ),,69,,
Munshiganj,Damla  ( Sreenagar ),,69,,
Munshiganj,Baligaon ( Munshiganj ),,69,,
Munshiganj,Kolma  ( Munshiganj ),,69,,
Munshiganj,Dohori  ( Munshiganj ),,69,,
Munshiganj,Rajanagar  ( Munshiganj ),,69,,
Munshiganj,Nimtola  ( Munshiganj ),,69,,
Munshiganj,Kusumpur  ( Munshiganj ),,69,,
Munshiganj,Voberchar  ( Munshiganj ),,69,,
Munshiganj,Jamaldi  ( Munshiganj ),,69,,
Munshiganj,Hossaindi  ( Munshiganj ),,69,,
Munshiganj,Bausia  ( Munshiganj ),,69,,
Dhaka,Mirpur-1-block-D (Dhaka),1216,69,,
Dhaka,Mirpur-1-block-E (Dhaka),1216,69,,
Dhaka,Mirpur-1-block-F (Dhaka),1216,69,,
Dhaka,Mirpur-1-block-G (Dhaka),1216,69,,
Dhaka,Mirpur-1-block-H (Dhaka),1216,69,,
Dhaka,Mirpur-1-block-New - C (Dhaka),1216,69,,
Dhaka,Dakkhin Bisil (Mirpur-1),1216,69,,
Dhaka,Uttor Bisil (Mirpur-1),1216,69,,
Dhaka,kiyangshi chinese (Mirpur-1),1216,69,,
Dhaka,Shah Ali Market (Mirpur-1),1216,69,,
Dhaka,East Kazipara(Mirpur),1216,69,,
Dhaka,Purbo Monipur (Mirpur),1216,69,,
Dhaka,Poschim Monipur (Mirpur),1216,69,,
Dhaka,West Kafrul (Agargaon),1207,69,,
Dhaka,Boat Ghat Road (Khilkhet),1229,69,,
Dhaka,Lake City Park (Khilkhet),1229,69,,
Dhaka,Khapara (Khilkhet),1229,69,,
Dhaka,Dumni (Khilkhet),1460,69,,
Dhaka,Patira Bazar (Khilkhet),1229,69,,
Dhaka,Mostul Check post (Khilkhet),1219,69,,
Dhaka,Kurmitoal General Hospital,1206,69,,
Dhaka,Soinik Club (Dhaka Cantonment),1206,69,,
Dhaka,Arjotpara(Mohakhali),1215,69,,
Dhaka,BAF Shaheen College(Dhaka Cantonment),1212,69,,
Dhaka,BNS Haji Mohsin(Dhaka Cantonment),1206,69,,
Dhaka,BAF Eagle hall(Dhaka Cantonment),1212,69,,
Dhaka,Shahid Moinul Road (Dhaka Cantonment),1206,69,,
Dhaka,Bangladesh Army headquerters(Dhaka Cantonment),1206,69,,
Dhaka,Shaheed Sharani(Dhaka Cantonment),1212,69,,
Dhaka,Sena Malancha(Dhaka Cantonment),1212,69,,
Dhaka,Adamjee Cantonment College(Dhaka Cantonment),1212,69,,
Dhaka,Army officers Club(Dhaka Cantonment),1206,69,,
Dhaka,Dhaka Cantonment post office,1206,69,,
Dhaka,Kurmitola(Dhaka Cantonment),1206,69,,
Dhaka,CMH(Dhaka Cantonment),1206,69,,
Dhaka,Shaheed Ramiz Uddin Gate- MES,1206,69,,
Dhaka,Shaheed Ramiz Uddin Cantonment College,1206,69,,
Dhaka,Kunjolota-MES(Dhaka Cantonment),1206,69,,
Dhaka,Armed Forces Medical institute-MES,1206,69,,
Dhaka,Staff road officers querters-MES,1206,69,,
Dhaka,MES Park(Dhaka Cantonment),1206,69,,
Dhaka,Bijoy Keton-MES(Dhaka Cantonment),1206,69,,
Dhaka,Nokkhotro-MES(Dhaka Cantonment),1206,69,,
Dhaka,Bangladesh University of Professionals(BUP),1216,69,,
Dhaka,Mirpur Cantonment Public School & College(Mirpur),1216,69,,
Dhaka,MIST(Mirpur),1216,69,,
Dhaka,Mirpur Cantonment(Mirpur),1216,69,,
Dhaka,House Building(Uttara),1230,69,,
Dhaka,Hazrat Shahjalal International Airport (Dhaka),1230,69,,
Dhaka,International Convension City(Bashundhara),1229,69,,
Dhaka,Banarupa Abashik(Khilkhet),1229,69,,
Dhaka,Sopnopuri Bashundhara R/A,1229,69,,
Dhaka,Import Cargo Terminal (Dhaka Airport Uttara),1230,69,,
Dhaka,Customs House (Dhaka Airport Uttara),1230,69,,
Dhaka,Rajlokkhi Complex (Uttara),1230,69,,
Dhaka,New Paltan (Azimpur-Dhaka),,69,,
Dhaka,West Barua(Khilkhet),,69,,
Dhaka,South Barua(Khilkhet),,69,,
Dhaka,South Barua Residential Area(Khilkhet),,69,,
Dhaka,Rainkhola Bazar(Mirpur),,69,,
Dhaka,Dhaka Commerce College(Dhaka),,69,,
Dhaka,Mugda Medical College)Dhaka),,69,,
Dhaka,River View (Keraniganj),,69,,
Dhaka,Telghat (Keraniganj),,69,,
Dhaka,Ghatarchar(Keraniganj),,69,,
Dhaka,Beraid (Dhaka),,69,,
Dhaka,Dhaka International university (100-Feet-Dhaka),,69,,
Dhaka,United International University(100-feet-Dhaka),,69,,
Dhaka,Mogardia (Dhaka),,69,,
Munshiganj,Singpara Bazar (Sirajdikhan),,69,,
Munshiganj,Ichhapura Bazar (Sirajdikhan),,69,,
Munshiganj,Baluchar (Sirajdikhan),,69,,
Munshiganj,Holdia Bazar (Louhajang),,69,,
Munshiganj,Haridia (Louhajang),,69,,
Munshiganj,Malkhanagar (Sirajdikhan),,69,,
Munshiganj,Kuchiamora (Sirajdikhan),,69,,
Munshiganj,Kola(Sirajdikhan),,69,,
Dhaka,Savar,1348,115,,
Dhaka,Nabinagar, Savar,Yes,145,1%
Gazipur,Rail Gate (Tongi Station Road),1700,115,,
Dhaka,Demra (Dhaka),1360,115,,
Dhaka,Ashulia, Savar,No,1%,
Dhaka,Baipayl, Savar,No,1%,
Dhaka,Keranigonj(Dhaka),1310,115,,
Dhaka,Dhamrai,1350,115,,
Gazipur,Kodda Bazar (Tongi),1700,115,,
Gazipur,Kaliakoir Upazila(Gazipur),1751,115,,
Gazipur,Kaliganj(Tongi),1700,115,,
Gazipur,Kapasia (Gazipur),1730,115,,
Gazipur,Sreepur Chowrasta (Mawna),1740,115,,
Narayanganj,Araihazar Thana,1450,115,,
Narayanganj,Bandar (Modonpur),1410,115,,
Narayanganj,Chashara (Narayanganj),1400,115,,
Narayanganj,Rupganj Thana,1460,115,,
Narayanganj,Sonargaon (Narayanganj),1430,115,,
Narayanganj,Siddhirganj (Narayanganj),1430,115,,
Narayanganj,Fatullah (Narayanganj),1420,115,,
Dhaka,Kalatia(Keraniganj),1313,115,,
Dhaka,Nolam Dhamrai,1349,115,,
Narayanganj,Shanarpar (Narayanganj),1400,115,,
Dhaka,EPZ, Baipayl,Yes,145,1%
Dhaka,Kathuria(Keraniganj),,115,,
Dhaka,Goljarbag(Keraniganj),,115,,
Dhaka,Nazirabag(Keraniganj),,115,,
Dhaka,Kaliganj (Keraniganj),,115,,
Dhaka,Nazarganj(Keraniganj),,115,,
Dhaka,Zinzira(Keraniganj),,115,,
Dhaka,Auchpara (Tongi collage Gate),,115,,
Dhaka,Cherag Ali (Tongi),,115,,
Dhaka,Tongi Bus Stand,,115,,
Narayanganj,Bhuigor (Narayanganj),,115,,
Dhaka,Hasnabad(Keraniganj),,115,,
Dhaka,Joy Bangla Road (Tongi),,115,,
Dhaka,Bonomala (Tongi collage gate),,115,,
Dhaka,Morkun (Tongi Bus Stand),,115,,
Dhaka,Bhadam (Cherag Ali ),,115,,
Dhaka,Cherag Ali (Tongi),,115,,
Dhaka,Bottola Road (Board Bazar),,115,,
Dhaka,Kazibari Road - Gazipura (Tongi),,115,,
Dhaka,Hossain Market (Tongi),,115,,
Dhaka,Open University (Tongi),,115,,
Dhaka,Joydebpur (Gazipur),,115,,
Dhaka,Dhirasrom (Joydebpur),,115,,
Dhaka,Dattapara Road (Tongi collage Gate),,115,,
Dhaka,Borobari (Gazipur),,115,,
Dhaka,Choidana (Singboard-Tongi),,115,,
Dhaka,Deger Chala (Singboard-Tongi),,115,,
Dhaka,Sahid Siddque Road (Board Bazar),,115,,
Dhaka,Hariken (Tongi),,115,,
Dhaka,Khortuil (Gazipura-Tongi),,115,,
Dhaka,Majukhan (Tongi Station Road),,115,,
Dhaka,Milgate (Tongi Station Road),,115,,
Dhaka,National University ( Board Bazar),,115,,
Dhaka,Surtaranga (Tongi Collage Gate),,115,,
Dhaka,Targach (Tongi Boro Bari),,115,,
Dhaka,Boro Dewra (Tongi Cherag Ali),,115,,
Gazipur,Mawna Chowrasta,1740,115,,
Gazipur, Bangla Bazar (Mawna),1742,115,,
Gazipur,Mirjapur Masterbari(Gazipur),1730,115,,
Gazipur,Vobanipur(Gazipur),1730,115,,
Gazipur,Barmi Sreepur (Gazipur),1740,115,,
Gazipur,Safari Park(Gazipur),1750,115,,
Gazipur,Pubail(Tongi),,115,,
Gazipur,Mirerbazar(Tongi),,115,,
Gazipur,Ulokhola ( Kaliganj-Tongi),,115,,
Gazipur,Modhumita (Tongi Station Road),,115,,
Gazipur,Miraspara (Tongi Bus stand),,115,,
Gazipur,Pagar - Miraspara ( Tongi Bus Stand),,115,,
Gazipur,Jinumarket (Tongi Bus Stand),,115,,
Gazipur,T & T - (Tongi Station Road ),,115,,
Gazipur,Shilmun (Tongi Station Road),,115,,
Gazipur,Mudafa (Tongi cherag Ali),,115,,
Gazipur,Khapara (Hossain Market),,115,,
Gazipur,Malakerbari (Tongi),,115,,
Gazipur,Gazipur Bypass,,115,,
Gazipur,Kodda (Gazipur By Pass Road road),,115,,
Gazipur,DUET (Joydebpur),,115,,
Gazipur,Shibbari (joydebpur),,115,,
Gazipur,Shimultoli (joydebpur),,115,,
Gazipur,Jorpukur (joydebpur),,115,,
Gazipur,Salna(Gazipur),,115,,
Gazipur,Porabari Bazar (Gazipur),,115,,
Gazipur,Dhaladia Sreepur(Mawna Gazipur),,115,,
Gazipur,Hotapara (Mawan-Gazipur),,115,,
Gazipur,Bager bazar (Mawana-Gazipur),,115,,
Gazipur,Member Bari(Mawna Gazipur),,115,,
Gazipur,Gorgoria Masterbari(Sreepur Gazipur),,115,,
Gazipur,Mc Bazar (Mawna),,115,,
Gazipur,Nayanpur Sreepur (Gazipur),,115,,
Gazipur,Konabari (Gazipur),,115,,
Gazipur,Mouchak (Gazipur),,115,,
Gazipur,Kashimpur Bazar (Gazipur),,115,,
Gazipur,Shafipur (Kaliakoir-Gazipur),,115,,
Gazipur,Joyna Bazar (Sreepur Gazipur),,115,,
Gazipur,Pollibidut (Chondra),,115,,
Gazipur,Chondra (Kaliakoir),,115,,
Gazipur,Rajabari Sreepur (Gazipur),,115,,
Narayanganj,Signboard (Narayanganj),,115,,
Narayanganj,Jalkuri (Narayanganj),,115,,
Narayanganj,Sibu market ( Narayanganj),,115,,
Narayanganj,Chittagong Road (Narayanganj),,115,,
Dhaka,Basher pull (Demra),,115,,
Dhaka,Bamuail (Demra),,115,,
Dhaka,Sharuliya (Demra),,115,,
Dhaka,Rani mohol  (Demra),,115,,
Dhaka,Staffquater  (Demra),,115,,
Dhaka,Demra bazar  (Demra),,115,,
Dhaka,Hajinogar  (Demra),,115,,
Dhaka,Boxnagar  (Demra),,115,,
Dhaka,Badsha mia road  (Demra),,115,,
Dhaka,Muslimnagar  (Demra),,115,,
Gazipur,Vannara (mouchak-Gazipur),,115,,
Gazipur,Sardaganj-Kashimpur( Kaliakoir),,115,,
Gazipur,Sultan Market - Kashimpur ( Kaliakoir),,115,,
Gazipur,Baroipara (Kaliakoir),,115,,
Gazipur,Goalbari bazar (Kaliakoir),,115,,
Gazipur,Hatimara-Kashimpur(Gazipur),,115,,
Gazipur,Sultan Market Kashempur (Kaliakoir),,115,,
Gazipur,Nawjor (Gazipur),,115,,
Gazipur,Fulbaria bazar (Kaliakoir),,115,,
Gazipur,Madhobpur(Kashempur),,115,,
Gazipur,Kabirpur (Kaliakoir),,115,,
Gazipur,Walton High-Tech(Chondra),,115,,
Gazipur,Waltion Micro-Tech(Chondra),,115,,
Gazipur,Mollapara(Kashimpur),,115,,
Gazipur,Joyertek(Ambag Road-Konabari),,115,,
Gazipur,Porabari Bazar(Gazipur),1700,115,,
Gazipur,Dhaladia (Kapasia),1740,115,,
Gazipur,Rajabari -Sreepur Road(Gazipur),1740,115,,
Gazipur,Gorgoria masterbari (Sreepur),1740,115,,
Gazipur,Barmi Sreepur (Sreepur ),1740,115,,
Gazipur,Joina Bazar (Sreepur),1740,115,,
Gazipur,Kapasia Bazar (Kapasia),1730,115,,
Gazipur,Kapasia Tok Noyon (Kapasia),1730,115,,
Gazipur,Kapasia Amraid (Kapasia),1730,115,,
Gazipur,Rajendrapur Cantonment (Rajendrapur),1730,115,,
Gazipur,Kashimpur Bus Stop (Gazipur),1700,115,,
Gazipur,Jiter mor -Kashimpur (Gazipur),1700,115,,
Gazipur,Molla market-(Kashimpur),1700,115,,
Gazipur,Panishel(Kashimpur),1700,115,,
Gazipur,Sultan Market(Kashimpur),1700,115,,
Gazipur,Kazi Market(Kashimpur),1700,115,,
Gazipur,Bagbari (Kashimpur),1700,115,,
Gazipur,Berenda(Kashimpur),1700,115,,
Gazipur,Sorabo(Kashimpur),1700,115,,
Gazipur,Kashimpur Square(Gazipur),1700,115,,
Gazipur,Konabari Bus stand(Gazipur),1700,115,,
Gazipur,Konabari Jail khana(Gazipur),1700,115,,
Gazipur,Konabari Kuddus Nagar(Gazipur),1700,115,,
Gazipur,Konabari collage Gate(Gazipur),1700,115,,
Gazipur,Baimail -Konabari (Gazipur),1700,115,,
Gazipur,Pollibiddut-Konabari(Gazipur),1700,115,,
Gazipur,Mouchak Bazar(Kaliakair),1750,115,,
Gazipur,Shofipur Bus Stand (Kaliakair),1751,115,,
Gazipur,Bhawal Government College (Gazipur),1702,115,,
Gazipur,Itahata (Chandona Chowrasta),1702,115,,
Gazipur,Telipara(Chandona Chowrasta),1702,115,,
Gazipur,Great Wall Jame Masjid (Chandona Chowrasta),1702,115,,
Gazipur,Paler Math (Gazipur Chowrasta),1702,115,,
Gazipur,Police Line (Gazipur Chowrasta),1702,115,,
Gazipur,Borsha Hall (Gazipur Chowrasta),1702,115,,
Gazipur,kenakata Goli (Gazipur Chowrasta),1702,115,,
Gazipur,Dhigir Chala (Gazipur Chowrasta),1702,115,,
Gazipur,Najor (Gazipur Chowrasta),1702,115,,
Gazipur,Kodda bridge (Gazipur Chowrasta),1702,115,,
Gazipur,Bason Thana (Gazipur),1702,115,,
Gazipur,Polagach Road (Board Bazar),1700,115,,
Gazipur,Jajhor (Board Bazar),1700,115,,
Gazipur,Gacha Thana (Board Bazar),1700,115,,
Gazipur,Mukter Bari Road (Board Bazar),1700,115,,
Gazipur,Boro Mosjid Road (Board Bazar),1700,115,,
Gazipur,IUT Road (Board Bazar),1700,115,,
Gazipur,Gacha Bazar (Boro bari),1700,115,,
Gazipur,Colombiya (Gazipur By Pass Road),1700,115,,
Gazipur,Mogor Khal (Gazipur By Pass Road),1700,115,,
Gazipur,Navanar Mor (Gazipur By Pass Road),1700,115,,
Gazipur,Hoque Market (Gazipur By Pass Road),1700,115,,
Gazipur,Sattola Garments (Maleker Bari),1704,115,,
Gazipur,Bolakar Mor (Maleker Bari),1704,115,,
Gazipur,Jogitota ( Joydebpur),1700,115,,
Gazipur,College gate (Pubail),1700,115,,
Gazipur,Badhon (Pubail),1700,115,,
Gazipur,Bosuga (Pubail),1700,115,,
Gazipur,Bokhtarour ( kaliganj),1720,115,,
Gazipur,Fuldi ( kaliganj),1720,115,,
Gazipur,Dalan bazar ( kaliganj),1720,115,,
Gazipur,Awora khali ( kaliganj),1720,115,,
Gazipur,Sawraid ( kaliganj),1720,115,,
Gazipur,Chowrasta (Tongi),1702,115,,
Dhaka,Chunkutia (Keraniganj),,115,,
Dhaka,Am Bagicha (Keraniganj),,115,,
Dhaka,Zia Nagor (Keraniganj),,115,,
Dhaka,Imambari (Keraniganj),,115,,
Dhaka,Kodomtoli (Keraniganj),,115,,
Dhaka,Najirabag (Keraniganj),,115,,
Dhaka,Bondok Para (Keraniganj),,115,,
Dhaka,Golam Bazar (Keraniganj),,115,,
Dhaka,Par Gendaria (Keraniganj),,115,,
Dhaka,Ekuria (Keraniganj),,115,,
Dhaka,Kholamora (Keraniganj),,115,,
Dhaka,Atibazar (Keraniganj),,115,,
Dhaka,Abdullahpur (Keraniganj),,115,,
Dhaka,Tetuljhora, Hemayetpur,Yes,145,1%
Dhaka,Hemayetpur Bazar, Savar,No,1%,
Dhaka,Bongaon Union, Savar,No,1%,
Dhaka,Ashulia Thana, Baipayl,Yes,145,1%
Dhaka,Charigram, Savar,No,1%,
Dhaka,Polli Biddut, Nabinagar,Yes,145,1%
Dhaka,Norosinhopur, Ashulia,Yes,145,1%
Dhaka,Zirabo Bazar, Ashulia,Yes,145,1%
Dhaka,Savar City Center,,115,,
Dhaka,Rajasion, Polo Market,No,1%,
Dhaka,Kathgora Bazar, Savar,No,1%,
Dhaka,Jamgora, Ashulia,Yes,145,1%
Dhaka,Baipayl Kacha Bazar, Ashulia,Yes,145,1%
Dhaka,Jahangirnagar University, Savar,No,1%,
Dhaka,Akran Bazar, Ashulia,Yes,145,1%
Dhaka,Birulia Bridge, Savar,No,1%,
Dhaka,Nama Bazar, Savar,No,1%,
Dhaka,Jhawchar Bazar, Hemayetpur,Yes,145,1%
Dhaka,Amin Bazar, Savar,No,1%,
Dhaka,Bhakurta Bazar, Amin Bazar,Yes,145,1%
Dhaka,Mograkanda, Amin Bazar,Yes,145,1%
Dhaka,Shamlasi Gudaraghat, Amin Bazar,Yes,145,1%
Dhaka,Niribili Dhamrai,,115,,
Dhaka,Golam Hafiz College Dhamrai,,115,,
Dhaka,Noyarhat Dhamrai,,115,,
Dhaka,Dhulivita (Dhamrai),,115,,
Dhaka,Kalampur (Dhamrai),,115,,
Dhaka,Bathuli Bustand (Dhamrai),,115,,
Dhaka,Kushura Bustand (Dhamrai,,115,,
Dhaka,Baro Baria (Dhamrai),,115,,
Dhaka,Dhantara Bazar (Dhamrai),,115,,
Dhaka,Dhamrai Bazar,,115,,
Dhaka,Gurapir Mazar Dhamrai,,115,,
Dhaka,Beltola Dhamrai,,115,,
Dhaka,Dendabor Dhamrai,,115,,
Dhaka,Anayetpur Dhamrai,,115,,
Dhaka,Gonoshasthaya Dhamrai,,115,,
Dhaka,Dhamshona Bazar Dhamrai,,115,,
Dhaka,Kamalget Dhamrai,,115,,
Dhaka,Namabazar Dhamrai,,115,,
Dhaka,Khaicha Bari Dhamrai,,115,,
Dhaka,Konda Dhamrai,,115,,
Dhaka,Baipail Dhamrai,,115,,
Dhaka,Sreepur Dhamrai,,115,,
Dhaka,Mojarmil Dhamrai,,115,,
Dhaka,Khorar Chor (Dhamrai),,115,,
Dhaka,Fudnagar Rupnagar (Dhamrai),,115,,
Dhaka,Councill Bazar (Dhamrai),,115,,
Dhaka,Kawalipara (Dhamrai),,115,,
Dhaka,Chokroborti Dhamrai,,115,,
Dhaka,Beximco Dhamrai,,115,,
Dhaka,Bhadail DEPZ Dhamrai,,115,,
Dhaka,Nobi Textile Kaliakoir,,115,,
Dhaka,Zirani Kaliakoir,,115,,
Dhaka,Kobirpur Kaliakoir,,115,,
Dhaka,Baroipara Kaliakoir,,115,,
Dhaka,Nondon Park Kaliakoir,,115,,
Dhaka,Mannan Collage Road (Kaliakoir),,115,,
Dhaka,Turag Germent (Kaliakoir),,115,,
Dhaka,Mashi Hata (Kaliakoir),,115,,
Dhaka,Enargy Pack Germent (Kaliakoir),,115,,
Dhaka,Bengol (Kaliakoir),,115,,
Dhaka,Polash Housing (Kaliakoir),,115,,
Narayanganj,Modonpur Sadar (Modonpur),,115,,
Narayanganj,Kachpur (Modonpur Narayanganj),,115,,
Narayanganj,Nabiganj (Bandar Narayanganj),,115,,
Narayanganj,Modonganj (Bandar Naraynaganj),,115,,
Narayanganj,Morgapara (Sonargaon),,115,,
Narayanganj,Baiddar Bazar (Sonargaon),,115,,
Faridpur,Pathorghata(Mathbaria),1216,150,,
Dhaka,Dohar(Dhaka),1333,150,,
Dhaka,Mukti Clinic(Nawabganj),,150,,
Faridpur,Alfadanga,7870,150,,
Faridpur,Bhanga,7830,150,,
Faridpur,Boalmari,7860,150,,
Faridpur,Char Bhadrasan,7810,150,,
Faridpur,Faridpur Sadar,7800,150,,
Faridpur,Madhukhali,7850,150,,
Faridpur,Nagarkanda,7840,150,,
Faridpur,Sadarpur,7820,150,,
Faridpur,Saltha,7860,150,,
Gopalganj,Gopalganj Sadar,8100,150,,
Gopalganj,Kasiani,8130,150,,
Gopalganj,Kotalipara,8110,150,,
Gopalganj,Maksudpur,8140,150,,
Gopalganj,Tungipara,8120,150,,
Jamalpur,Nalkura Jhenaigati (Sherpur),2140,150,,
Jamalpur,Dewanganj,2030,150,,
Jamalpur,Hazrabari (Melandah),2020,150,,
Jamalpur,Jamalpur Sadar,2000,150,,
Jamalpur,Madarganj,2040,150,,
Jamalpur,Melandah,2010,150,,
Jamalpur,Sharishabari,2050,150,,
Kishoreganj,Austogram(Kishoreganj),2380,150,,
Kishoreganj,Bajitpur(Kishoreganj),2336,150,,
Kishoreganj,Bhairab,2350,150,,
Kishoreganj,Hosainpur,2320,150,,
Kishoreganj,Itna,2390,150,,
Kishoreganj,Karimganj,2310,150,,
Kishoreganj,Katiadi,2330,150,,
Kishoreganj,Kishoreganj Sadar,2300,150,,
Kishoreganj,Kuliarchar,2340,150,,
Kishoreganj,Mithamain,2370,150,,
Kishoreganj,Nikli,2360,150,,
Kishoreganj,Pakundia,2326,150,,
Kishoreganj,Tarail,2316,150,,
Madaripur,Kalkini,7920,150,,
Madaripur,Madaripur Sadar,7900,150,,
Madaripur,Rajoir,7910,150,,
Madaripur,Shibchar,7900,150,,
Manikganj,Daulatpur(Manikganj),1860,150,,
Manikganj,Ghior,1840,150,,
Manikganj,Harirampur (Manikganj),1850,150,,
Manikganj,Manikganj Sadar,1800,150,,
Manikganj,Saturia,1810,150,,
Manikganj,Shibalaya,1850,150,,
Manikganj,Singair,1820,150,,
Munshiganj,Gazaria(Munshiganj),8332,150,,
Munshiganj,Lauhajang(Munshiganj),1530,150,,
Munshiganj,Katakhali (Munshiganj),1500,150,,
Munshiganj,Nawabganj Upazila,1540,150,,
Munshiganj,Sreenagar(Munshiganj),1550,150,,
Munshiganj,Tangibari(Munshiganj),1520,150,,
Mymensingh,Valuka,2240,150,,
Mymensingh,Dhubaura,2416,150,,
Mymensingh,Fulbaria (Mymensingh),2216,150,,
Mymensingh,Phulpur Upozila(Mymensingh),2250,150,,
Mymensingh,Goffargaon,2230,150,,
